"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"DX_JIMPHELPS_THATSYOURTICKETZ","All","Subtitle","Jim Phelps: That's your ticket inside, Ethan... don't miss this window.","Джим Фелпс: Вот твой билет внутрь, Итан... не упусти этот шанс.","Джим Фелпс: Вот твой билет внутрь, Итан... не упусти этот шанс."
"DX_JIMPHELPS_TRYTOKEEPALOWZ","All","Subtitle","Jim Phelps: Try to keep a low profile!","Джим Фелпс: Старайся не привлекать внимания!","Джим Фелпс: Старайся не привлекать внимания!"
"DX_JIMPHELPS_WALKAWAYZ","All","Subtitle","Jim Phelps: Walk away, now! ... Abort, I repeat abort!","Джим Фелпс: Уходи! Это приказ! Отмена операции, повторяю — отмена операции!","Джим Фелпс: Уходи! Это приказ! Отмена операции, повторяю — отмена операции!"
"DX_JIMPHELPS_WELLTHERESONLYZ","All","Subtitle","Jim Phelps: Well, there's only one way to find out...","Джим Фелпс: Что ж, есть только один способ это выяснить...","Джим Фелпс: Что ж, есть только один способ это выяснить..."
"DX_JIMPHELPS_YOULLNEEDTOZ","All","Subtitle","Jim Phelps: You'll need to create a distraction to get inside. That fuse box is wired up to the lights on the nearby balcony. Blow those lights and it should attract some attention from security...","Джим Фелпс: Чтобы попасть внутрь, тебе нужно устроить отвлекающий манёвр. Этот электрощиток питает освещение на ближайшем балконе. Выведи свет из строя — это отвлечёт охрану.","Джим Фелпс: Чтобы попасть внутрь, тебе нужно устроить отвлекающий манёвр. Этот электрощиток питает освещение на ближайшем балконе. Выведи свет из строя — это отвлечёт охрану."
"DX_JIMPHELPS_YOULLNEVERCATCH","All","Subtitle","Jim Phelps: You'll never catch me, suckers! They don't call me 'Fast Phelps' for nothing!","Джим Фелпс: Вам меня не поймать, неудачники! Не зря же меня зовут Быстрый Фелпс!","Джим Фелпс: Вам меня не поймать, неудачники! Не зря же меня зовут Быстрый Фелпс!"
"DX_JIMPHELPS_YOUSHOULDVEZ","All","Subtitle","Jim Phelps: You should've stayed out of this Ethan! You don't know what you're dealing with.","Джим Фелпс: Не стоило тебе вмешиваться, Итан! Ты даже не представляешь, с чем связался!","Джим Фелпс: Не стоило тебе вмешиваться, Итан! Ты даже не представляешь, с чем связался!"
"DX_JIMPHELPS_Z","All","Subtitle","Jim Phelps: Arrrrrrrrrrrrrrrrrrghhhhhhh!","Джим Фелпс: А-а-а-а-а-а-а-а-а-а-а-а-а-а!","Джим Фелпс: А-а-а-а-а-а-а-а-а-а-а-а-а-а!"
"DX_JOKER_AHHGOTHAM","All","Subtitle","The Joker: Ahh, Gotham... you're looking more beautifully chaotic than ever this evening!","Джокер: Ах, Готэм... Сегодня вечером ты выглядишь ещё прекраснее в своём хаосе!","Джокер: Ах, Готэм... Сегодня вечером ты выглядишь ещё прекраснее в своём хаосе!"
"DX_JOKER_AJOKEFOREVERY","All","Subtitle","The Joker: A joke for every occasion! Hahahahahaha!!!","Джокер: Шутка на любой случай! Ха-ха-ха-ха-ха!!!","Джокер: Шутка на любой случай! Ха-ха-ха-ха-ха!!!"
"DX_JOKER_ANOTHERCLOWN","All","Subtitle","The Joker: Another clown, huh? This is MY gig, bub - go find your own party to crash!","Джокер: Ещё один клоун? Это МОЯ сцена, приятель. Найди себе другую вечеринку!","Джокер: Ещё один клоун? Это МОЯ сцена, приятель. Найди себе другую вечеринку!"
"DX_JOKER_CHEERUP","All","Subtitle","The Joker: Cheer up, Batsy! It's a party!","Джокер: Выше нос, Бэтси! Это же вечеринка!","Джокер: Выше нос, Бэтси! Это же вечеринка!"
"DX_JOKER_DONTFORGETTOGOOUT","All","Subtitle","The Joker: Don't forget to go out with a smile!","Джокер: Не забудь уйти с улыбкой!","Джокер: Не забудь уйти с улыбкой!"
"DX_JOKER_DONTMINDME","All","Subtitle","The Joker: Don't mind me. I'm just clowning around! Hahahahaha!!!","Джокер: Не обращайте внимания. Я просто валяю дурака! Ха-ха-ха-ха!!!","Джокер: Не обращайте внимания. Я просто валяю дурака! Ха-ха-ха-ха!!!"
"DX_JOKER_DONTWAITUP","All","Subtitle","The Joker: Don't wait up! Hahahahaha!!","Джокер: Не ждите меня! Ха-ха-ха-ха!!","Джокер: Не ждите меня! Ха-ха-ха-ха!!"
"DX_JOKER_DOYOULIKEPIESZ","All","Subtitle","The Joker: Do you like PIES, Batman?","Джокер: Любишь пироги, Бэтмен?","Джокер: Любишь пироги, Бэтмен?"
"DX_JOKER_DRATSOMEBODY","All","Subtitle","The Joker: Drat... Somebody's Joker-proofed this area!","Джокер: Чёрт... Кто-то защитил это место от Джокера!","Джокер: Чёрт... Кто-то защитил это место от Джокера!"
"DX_JOKER_HAHAHAHAHAWAIT","All","Subtitle","The Joker: Hahahahaha... Wait, why was I laughing again? Oh, who cares? Hahahahahaha!!!","Джокер: Ха-ха-ха... Постой, а чего это я смеялся? Да какая разница? Ха-ха-ха-ха!!!","Джокер: Ха-ха-ха... Постой, а чего это я смеялся? Да какая разница? Ха-ха-ха-ха!!!"
"DX_JOKER_HARLEYMYDEAR","All","Subtitle","The Joker: Harley, my dear, you're looking positively PSYCHOTIC today! I LOVE IT!","Джокер: Харли, дорогая моя, сегодня ты выглядишь просто ПСИХОТИЧЕСКИ великолепно! ОБОЖАЮ!","Джокер: Харли, дорогая моя, сегодня ты выглядишь просто ПСИХОТИЧЕСКИ великолепно! ОБОЖАЮ!"
"DX_JOKER_HEYNOWTHATSNOTVERYNICE","All","Subtitle","The Joker: Hey! Now that's not very nice!","Джокер: Эй! Это уже совсем невежливо!","Джокер: Эй! Это уже совсем невежливо!"
"DX_JOKER_HMMIVESEENBIGGER","All","Subtitle","The Joker: Hmm... I've seen bigger!","Джокер: Хм... Бывало и побольше!","Джокер: Хм... Бывало и побольше!"
"DX_JOKER_IFYAGOTTAGO","All","Subtitle","The Joker: If ya gotta go, go with a smile! Hahahaha!!","Джокер: Если уж уходить — то с улыбкой! Ха-ха-ха!!","Джокер: Если уж уходить — то с улыбкой! Ха-ха-ха!!"
"DX_JOKER_IMAREASONABLE","All","Subtitle","The Joker: I'm a reasonable guy! If you all fall over now, I won't have to KNOCK YOU OVER!","Джокер: Я вполне разумный человек! Если вы сейчас сами упадёте, мне не придётся ВАС СБИВАТЬ!","Джокер: Я вполне разумный человек! Если вы сейчас сами упадёте, мне не придётся ВАС СБИВАТЬ!"
"DX_JOKER_IMSURENOBODY","All","Subtitle","The Joker: I'm sure nobody will mind me using this... I mean, how would they even know? Hahaha!","Джокер: Уверен, никто не заметит, если я этим воспользуюсь... Да и как они вообще узнают? Ха-ха!","Джокер: Уверен, никто не заметит, если я этим воспользуюсь... Да и как они вообще узнают? Ха-ха!"
"DX_JOKER_ISEETHISISSOMETHING","All","Subtitle","The Joker: I see! This is something that requires rational thinking and a logical mind... Sure sounds like me! Hahahahaha!","Джокер: Понятно! Тут требуется рациональное мышление и логика... Прямо как у меня! Ха-ха-ха-ха!","Джокер: Понятно! Тут требуется рациональное мышление и логика... Прямо как у меня! Ха-ха-ха-ха!"
"DX_JOKER_ITLLTAKEMORE","All","Subtitle","The Joker: It'll take more than that to put this 'Jack' back in his box!","Джокер: Чтобы загнать этого Джека обратно в коробку, понадобится нечто большее!","Джокер: Чтобы загнать этого Джека обратно в коробку, понадобится нечто большее!"
"DX_JOKER_ITSMINEALLMINE","All","Subtitle","The Joker: It's mine! All mine! Mine, I tell you! Hahahahahaha!!!","Джокер: Моё! Всё моё! Моё, говорю вам! Ха-ха-ха-ха!!!","Джокер: Моё! Всё моё! Моё, говорю вам! Ха-ха-ха-ха!!!"
"DX_JOKER_ITSNOTASHOW","All","Subtitle","The Joker: It's not a show without THE JOKER! That's me by the way.","Джокер: Без ДЖОКЕРА шоу не бывает! Это, кстати, я.","Джокер: Без ДЖОКЕРА шоу не бывает! Это, кстати, я."
"DX_JOKER_JOKERHERE","All","Subtitle","The Joker: Joker here!","Джокер: Джокер на связи!","Джокер: Джокер на связи!"
"DX_JOKER_LETSGETTHISPARTY","All","Subtitle","The Joker: Let's get this party STARTED!","Джокер: Ну что, начнём вечеринку!","Джокер: Ну что, начнём вечеринку!"
"DX_JOKER_NICEOFYOUTOCOMEOUTANDPLAY","All","Subtitle","The Joker: Nice of you to come out and play.","Джокер: Очень мило с вашей стороны выйти поиграть.","Джокер: Очень мило с вашей стороны выйти поиграть."
"DX_JOKER_OHCOME","All","Subtitle","The Joker: Oh, come one! What kind of bad joke is this?!","Джокер: Да ладно! Что это ещё за несмешная шутка?!","Джокер: Да ладно! Что это ещё за несмешная шутка?!"
"DX_JOKER_OHDEAR","All","Subtitle","The Joker: Oh dear, I think I might have finally lost it... What EXACTLY are YOU supposed to be?","Джокер: Ох... Кажется, я всё-таки окончательно свихнулся... И кем же ТЫ вообще supposed to be?","Джокер: Ох... Кажется, я всё-таки окончательно свихнулся... И кем же ТЫ вообще supposed to be?"
"DX_JOKER_OHIDONTTHINK","All","Subtitle","The Joker: Oh, I don't think you'd want to find out, my feathered friend!","Джокер: О, поверь, тебе лучше этого не знать, мой пернатый друг!","Джокер: О, поверь, тебе лучше этого не знать, мой пернатый друг!"
"DX_JOKER_OHLOOKEVERYONE","All","Subtitle","The Joker: Oh look, everyone has come out to see me... little old me!","Джокер: О, смотрите-ка! Все вышли посмотреть на меня... на маленького старину меня!","Джокер: О, смотрите-ка! Все вышли посмотреть на меня... на маленького старину меня!"
"DX_JOKER_ONCEAGAING","All","Subtitle","The Joker: Once again, the Joker saves the day!","Джокер: И снова Джокер спасает положение!","Джокер: И снова Джокер спасает положение!"
"DX_JOKER_OOHSOMEBODY","All","Subtitle","The Joker: Ooh, SOMEbody's been busy! It's almost a shame to undo all their hard work!","Джокер: Ого! Кто-то тут неплохо потрудился! Даже жалко всё это разрушать!","Джокер: Ого! Кто-то тут неплохо потрудился! Даже жалко всё это разрушать!"
"DX_JOKER_OOOHOOHOO","All","Subtitle","The Joker: Ooohoohoo, I could do this all day!","Джокер: О-о-о, я могу заниматься этим хоть целый день!","Джокер: О-о-о, я могу заниматься этим хоть целый день!"
"DX_JOKER_PARTYSOVER","All","Subtitle","The Joker: Party's over, folks!","Джокер: Вечеринка окончена, народ!","Джокер: Вечеринка окончена, народ!"
"DX_JOKER_SENDINTHECLOWN","All","Subtitle","The Joker: Send in the clown!","Джокер: Выпускайте клоуна!","Джокер: Выпускайте клоуна!"
"DX_JOKER_SIMPLICITY","All","Subtitle","The Joker: Simplicity itself! Hurrah for the Clown Prince of Crime!","Джокер: Проще простого! Да здравствует Клоун — Принц Преступности!","Джокер: Проще простого! Да здравствует Клоун — Принц Преступности!"
"DX_JOKER_SORRYFELLAS","All","Subtitle","The Joker: Oh, sorry fellas, my dance card's already full!","Джокер: Простите, ребята, но моя карточка танцев уже заполнена!","Джокер: Простите, ребята, но моя карточка танцев уже заполнена!"
"DX_JOKER_THATSTHEPROBLEM","All","Subtitle","The Joker: That's the problem with being a successful maniac... There's always a copycat trying to steal your thunder!","Джокер: Вот беда успешного безумца... Всегда найдётся подражатель, который попытается украсть твою славу!","Джокер: Вот беда успешного безумца... Всегда найдётся подражатель, который попытается украсть твою славу!"
"DX_JOKER_TIMETOFLY","All","Subtitle","The Joker: Time to fly! Hahahahaha!!","Джокер: Пора взлетать! Ха-ха-ха-ха!!","Джокер: Пора взлетать! Ха-ха-ха-ха!!"
"DX_JOKER_UNLESSYOUREWELCOME","All","Subtitle","The Joker: Unless you're working for me, we don't like your kind around here!","Джокер: Если вы не работаете на меня, то здесь вам не рады!","Джокер: Если вы не работаете на меня, то здесь вам не рады!"
"DX_JOKER_WAHAHAHAHAZ","All","Subtitle","The Joker: Wahahahaha!","Джокер: Ва-ха-ха-ха!","Джокер: Ва-ха-ха-ха!"
"DX_JOKER_WELLTHATWASNT","All","Subtitle","The Joker: Well that wasn't too difficult now, was it?","Джокер: Ну вот, а это оказалось совсем несложно, правда?","Джокер: Ну вот, а это оказалось совсем несложно, правда?"
"DX_JOKER_WELLWELLLOOKS","All","Subtitle","The Joker: Well, well! Looks like it's my lucky day!","Джокер: Ну-ну! Похоже, сегодня мой счастливый день!","Джокер: Ну-ну! Похоже, сегодня мой счастливый день!"
"DX_JOKER_WHATAFINESPACESHIP","All","Subtitle","The Joker: What a fine spaceship! Not so sure about the colours though...","Джокер: Какой чудесный космический корабль! Правда, цвета могли бы быть получше...","Джокер: Какой чудесный космический корабль! Правда, цвета могли бы быть получше..."
"DX_JOKER_WHATSORTOFMAD","All","Subtitle","The Joker: What sort of MAD house have I wandered into? I LOVE IT!","Джокер: Что это за ДОМ ДЛЯ ПСИХОВ, в который я попал? ОБОЖАЮ!","Джокер: Что это за ДОМ ДЛЯ ПСИХОВ, в который я попал? ОБОЖАЮ!"
"DX_JOKER_WHATTHISTHING","All","Subtitle","The Joker: What this thing needs is a few more Joker stickers!","Джокер: Этой штуке явно не хватает ещё пары наклеек с Джокером!","Джокер: Этой штуке явно не хватает ещё пары наклеек с Джокером!"
"DX_JOKER_WHEEEEEE","All","Subtitle","The Joker: Wheeeeeee-hehehehe-hahahahahaha!!!","Джокер: Уи-и-и-и-хи-хи-хи-ха-ха-ха-ха!!!","Джокер: Уи-и-и-и-хи-хи-хи-ха-ха-ха-ха!!!"
"DX_JOKER_WILLYOUJUSTPLAYNICE","All","Subtitle","The Joker: Will you just PLAY NICE?","Джокер: Может, вы уже НАЧНЁТЕ ИГРАТЬ ПО-ХОРОШЕМУ?!","Джокер: Может, вы уже НАЧНЁТЕ ИГРАТЬ ПО-ХОРОШЕМУ?!"
"DX_JOKER_WITCHYBABY","All","Subtitle","The Joker: Witchy baby, you simply MUST give me the name of your make-up artist! Wahahahaha!","Джокер: Ведьмочка, ты просто ОБЯЗАНА сказать мне, кто делает тебе макияж! Ва-ха-ха-ха!","Джокер: Ведьмочка, ты просто ОБЯЗАНА сказать мне, кто делает тебе макияж! Ва-ха-ха-ха!"
"DX_JUNO_ALLFIXEDNOWHATS","All","Subtitle","Juno: All fixed? No? What's taking so long?","Джуно: Уже всё починили? Нет? И чего вы так долго?","Джуно: Уже всё починили? Нет? И чего вы так долго?"
"DX_JUNO_DOYOUHAVEAMOMENTINZ","All","Subtitle","Juno: Do you have a moment in your busy schedule of eternal rest to help clean this mess?","Джуно: Найдётся минутка в вашем напряжённом графике вечного покоя, чтобы помочь прибраться?","Джуно: Найдётся минутка в вашем напряжённом графике вечного покоя, чтобы помочь прибраться?"
"DX_JUNO_GREATNOWWEREIN","All","Subtitle","Juno: Great - looks like we're in business. Now the system has power, you just need to give it a little kick.","Джуно: Отлично, похоже, всё работает. Теперь, когда питание восстановлено, осталось лишь хорошенько его пнуть.","Джуно: Отлично, похоже, всё работает. Теперь, когда питание восстановлено, осталось лишь хорошенько его пнуть."
"DX_JUNO_HOWISACASEWORKER","All","Subtitle","Juno: How is a case worker supposed to get any work done around here?","Джуно: И как соцработнику вообще выполнять свою работу в таком бардаке?","Джуно: И как соцработнику вообще выполнять свою работу в таком бардаке?"
"DX_JUNO_THANKSNOWLETSGETDOWNZ","All","Subtitle","Juno: Thanks, now, let's get down to business. Oh, wait... one more thing...","Джуно: Спасибо. Ну а теперь перейдём к делу. Ах да... ещё кое-что...","Джуно: Спасибо. Ну а теперь перейдём к делу. Ах да... ещё кое-что..."
"DX_JURASSIC_QUEST00_ACT_A","All","Subtitle","I already TOLD you, Gray! We can't go anywhere on this thing with so much stuff in the way!","Я же УЖЕ СКАЗАЛА тебе, Грей! Мы никуда не поедем на этой штуке, пока тут столько хлама!","Я же УЖЕ СКАЗАЛА тебе, Грей! Мы никуда не поедем на этой штуке, пока тут столько хлама!"
"DX_JURASSIC_QUEST00_DUR1","All","Subtitle","Gray Mitchell: Hey, you fixed it!","Грей Митчелл: Эй, ты починил его!","Грей Митчелл: Эй, ты починил его!"
"DX_JURASSIC_QUEST00_DUR10","All","Subtitle","Gray Mitchell: I hope you didn't get bit too bad!","Грей Митчелл: Надеюсь, тебя не слишком сильно покусали!","Грей Митчелл: Надеюсь, тебя не слишком сильно покусали!"
"DX_JURASSIC_QUEST00_DUR2","All","Subtitle","Gray Mitchell: Cool, now we can get moving!","Грей Митчелл: Круто, теперь можем ехать дальше!","Грей Митчелл: Круто, теперь можем ехать дальше!"
"DX_JURASSIC_QUEST00_DUR3","All","Subtitle","Zach Mitchell: Huh... well, a promise is a promise. Let's ride!","Зак Митчелл: Хм... Что ж, обещание есть обещание. Поехали!","Зак Митчелл: Хм... Что ж, обещание есть обещание. Поехали!"
"DX_JURASSIC_QUEST00_DUR4","All","Subtitle","Zach Mitchell: I think we've hit a dead end... Could you find us a way through?","Зак Митчелл: Похоже, мы зашли в тупик... Не поможешь расчистить нам путь?","Зак Митчелл: Похоже, мы зашли в тупик... Не поможешь расчистить нам путь?"
"DX_JURASSIC_QUEST00_DUR5","All","Subtitle","Gray Mitchell: Yeah! The path's all clear again! Thanks!","Грей Митчелл: Да! Путь снова свободен! Спасибо!","Грей Митчелл: Да! Путь снова свободен! Спасибо!"
"DX_JURASSIC_QUEST00_DUR6","All","Subtitle","Gray Mitchell: Aw, another dead end?","Грей Митчелл: Ох, опять тупик?","Грей Митчелл: Ох, опять тупик?"
"DX_JURASSIC_QUEST00_DUR7","All","Subtitle","Zach Mitchell: Looks like there's no way around... Time to work your magic out there!","Зак Митчелл: Похоже, обхода нет... Пора показать своё волшебство!","Зак Митчелл: Похоже, обхода нет... Пора показать своё волшебство!"
"DX_JURASSIC_QUEST00_DUR8","All","Subtitle","Gray Mitchell: Watch out, something's coming!","Грей Митчелл: Осторожно, что-то приближается!","Грей Митчелл: Осторожно, что-то приближается!"
"DX_JURASSIC_QUEST00_DUR9","All","Subtitle","Zach Mitchell: Think we can get through now - thanks!","Зак Митчелл: Думаю, теперь мы сможем пройти. Спасибо!","Зак Митчелл: Думаю, теперь мы сможем пройти. Спасибо!"
"DX_JURASSIC_QUEST00_IDL","All","Subtitle","Gray Mitchell: Come ON, Zach...","Грей Митчелл: Да ну же, Зак...","Грей Митчелл: Да ну же, Зак..."
"DX_JURASSIC_QUEST01_DUR1","All","Subtitle","Gray Mitchell: Be careful in the water... Like I said, the mosasaurus is a carnivore, so it'll eat you alive if you get too close!","Грей Митчелл: Осторожнее в воде... Как я и говорил, мозазавр — хищник. Подплывёшь слишком близко — он тебя съест!","Грей Митчелл: Осторожнее в воде... Как я и говорил, мозазавр — хищник. Подплывёшь слишком близко — он тебя съест!"
"DX_JURASSIC_QUEST01_DUR2","All","Subtitle","Gray Mitchell: There might be a way you can distract the mosasaurus long enough to rescue the turtles...","Грей Митчелл: Может, получится ненадолго отвлечь мозазавра и спасти черепах...","Грей Митчелл: Может, получится ненадолго отвлечь мозазавра и спасти черепах..."
"DX_JURASSIC_QUEST01_DUR3","All","Subtitle","Gray Mitchell: Hey, you rescued one of the turtles!","Грей Митчелл: Эй, ты спас одну из черепах!","Грей Митчелл: Эй, ты спас одну из черепах!"
"DX_JURASSIC_QUEST01_DUR4","All","Subtitle","Gray Mitchell: Is that another turtle? Great! I think there were more, though...","Грей Митчелл: Это ещё одна черепаха? Отлично! Но, кажется, их было больше...","Грей Митчелл: Это ещё одна черепаха? Отлично! Но, кажется, их было больше..."
"DX_JURASSIC_QUEST01_IDL","All","Subtitle","Gray Mitchell: Maybe it was just bits of wood...? No, it was definitely alive... Oh no...","Грей Митчелл: Может, это были просто брёвна...? Нет, оно точно было живым... О нет...","Грей Митчелл: Может, это были просто брёвна...? Нет, оно точно было живым... О нет..."
"DX_JURASSIC_QUEST02_DUR1","All","Subtitle","Lowery: Did you already forget my order? I'm after a T-Rex's head, on a furry little body, with scrawny little chicken legs. It can't just be me who always wanted one of those as a kid!","Лоуэри: Уже забыл мой заказ? Мне нужен тираннозавр с головой, маленьким пушистым телом и тощими куриными ножками. Неужели только я в детстве мечтал о таком?","Лоуэри: Уже забыл мой заказ? Мне нужен тираннозавр с головой, маленьким пушистым телом и тощими куриными ножками. Неужели только я в детстве мечтал о таком?"
"DX_JURASSIC_QUEST02_DUR2","All","Subtitle","Lowery: How goes the dino-making, Frankenstein? Remember, the gene-splicing gear's in one of the labs. Oh, and try not to get eaten on the way! That's pretty important.","Лоуэри: Ну как там создание динозавра, Франкенштейн? Помни, оборудование для сращивания генов находится в одной из лабораторий. И постарайся по дороге никому не попасться на обед. Это очень важно.","Лоуэри: Ну как там создание динозавра, Франкенштейн? Помни, оборудование для сращивания генов находится в одной из лабораторий. И постарайся по дороге никому не попасться на обед. Это очень важно."
"DX_JURASSIC_QUEST02_IDL","All","Subtitle","Lowery: I'm telling you, this happens every time they open a dinosaur theme park. They need to think smaller.","Лоуэри: Говорю тебе, так происходит каждый раз, когда открывают парк динозавров. Им надо мыслить помельче.","Лоуэри: Говорю тебе, так происходит каждый раз, когда открывают парк динозавров. Им надо мыслить помельче."
"DX_JURASSIC_QUEST03_DUR","All","Subtitle","Masrani: That's right - knock them back to the stone age! Or whenever it was we got them from...","Масрани: Именно! Отправьте их обратно в каменный век! Или когда там мы их откопали...","Масрани: Именно! Отправьте их обратно в каменный век! Или когда там мы их откопали..."
"DX_JURASSIC_QUEST03_IDL","All","Subtitle","Masrani: I'm warning you, you overgrown geckos, stay BACK. I'll have you know I'm a black belt! Or at least I... HAVE a black belt.","Масрани: Предупреждаю вас, переросшие ящерицы, НАЗАД! Между прочим, у меня чёрный пояс! Ну... по крайней мере, чёрный пояс у меня есть.","Масрани: Предупреждаю вас, переросшие ящерицы, НАЗАД! Между прочим, у меня чёрный пояс! Ну... по крайней мере, чёрный пояс у меня есть."
"DX_JURASSIC_QUEST04_DUR1","All","Subtitle","Claire: You found one! Okay, that's one less thing to worry about. Which just leaves... many other things to worry about.","Клэр: Ты нашёл одно! Отлично, одной проблемой меньше. Осталось только... множество других проблем.","Клэр: Ты нашёл одно! Отлично, одной проблемой меньше. Осталось только... множество других проблем."
"DX_JURASSIC_QUEST04_DUR2","All","Subtitle","Claire: How is the search coming? Hurry, you've got to find those eggs! Oh, but please don't get eaten - there's been enough of that happening lately as it is...","Клэр: Ну как поиски? Скорее, нужно найти эти яйца! И, пожалуйста, не дай себя съесть — в последнее время этого и так слишком много.","Клэр: Ну как поиски? Скорее, нужно найти эти яйца! И, пожалуйста, не дай себя съесть — в последнее время этого и так слишком много."
"DX_JURASSIC_QUEST04_IDL","All","Subtitle","Claire: Well, it's gonna be fun explaining this one to Masrani.","Клэр: Да уж, будет весело объяснять это Масрани.","Клэр: Да уж, будет весело объяснять это Масрани."
"DX_K9_AFFIRMATIVEMASTERZ","All","Subtitle","K-9: Affirmative, master. Maximum defence mode.","К-9: Подтверждаю, хозяин. Максимальный режим защиты.","К-9: Подтверждаю, хозяин. Максимальный режим защиты."
"DX_K9_AFFIRMATIVEZ","All","Subtitle","K-9: Affirmative!","К-9: Подтверждаю!","К-9: Подтверждаю!"
"DX_K9_ALERTZ","All","Subtitle","K-9: Alert!","К-9: Тревога!","К-9: Тревога!"
"DX_K9_DANGERDOCTORZ","All","Subtitle","K-9: Danger! Doctor! Danger!","К-9: Опасность! Доктор! Опасность!","К-9: Опасность! Доктор! Опасность!"
"DX_K9_GOODBYEMASTERZ","All","Subtitle","K-9: Goodbye Master.","К-9: До свидания, хозяин.","К-9: До свидания, хозяин."
"DX_K9_MASTERZ","All","Subtitle","K-9: Master!","К-9: Хозяин!","К-9: Хозяин!"
"DX_K9_ORDERSMASTERZ","All","Subtitle","K-9: Orders, Master.","К-9: Приказания, хозяин.","К-9: Приказания, хозяин."
"DX_K9_SYSTEMRESTARTINGZ","All","Subtitle","K-9: System restarting, all primary drives functioning.","К-9: Перезапуск системы. Все основные приводы функционируют.","К-9: Перезапуск системы. Все основные приводы функционируют."
"DX_K9_UNDERSTOODZ","All","Subtitle","K-9: Understood.","К-9: Понял.","К-9: Понял."
"DX_K9_YOURSILLINESSISNOTEDZ","All","Subtitle","K-9: Your silliness is noted.","К-9: Ваша глупость зафиксирована.","К-9: Ваша глупость зафиксирована."
"DX_KAI_AGHOSTBUSTERMANCOULD","All","Subtitle","Kai: A Ghostbuster? Man, could we have used your help a while back...","Кай: Охотник за привидениями? Эх, где же ты был, когда был так нужен...","Кай: Охотник за привидениями? Эх, где же ты был, когда был так нужен..."
"DX_KAI_ALRIGHTIVEGOTTAGOSAVE","All","Subtitle","Kai: Alright, I've gotta go save some other world now.","Кай: Ладно, мне пора спасать какой-нибудь другой мир.","Кай: Ладно, мне пора спасать какой-нибудь другой мир."
"DX_KAI_ALRIGHTTHISISMOREMY","All","Subtitle","Kai: Alright, this is more my kinda thing.","Кай: Вот это уже по моей части.","Кай: Вот это уже по моей части."
"DX_KAI_COULDNTIJUSTFLYMYKAI","All","Subtitle","Kai: Couldn't I just fly my Kai Fighter to wherever this is going?","Кай: А нельзя мне просто долететь туда на своём Истребителе Кая?","Кай: А нельзя мне просто долететь туда на своём Истребителе Кая?"
"DX_KAI_HATHEYDONTSTANDA","All","Subtitle","Kai: Ha! They don't stand a chance!","Кай: Ха! У них нет ни единого шанса!","Кай: Ха! У них нет ни единого шанса!"
"DX_KAI_IFANYMOREBADGUYSSHOW","All","Subtitle","Kai: If any more bad guys show up, then you know where to find me!","Кай: Если появятся ещё плохие парни, ты знаешь, где меня искать!","Кай: Если появятся ещё плохие парни, ты знаешь, где меня искать!"
"DX_KAI_IHAVENOIDEAHOWTOUSE","All","Subtitle","Kai: I have no idea how to use that.","Кай: Понятия не имею, как этим пользоваться.","Кай: Понятия не имею, как этим пользоваться."
"DX_KAI_IHOPEYOUDONTMINDIFI","All","Subtitle","Kai: I hope you don't mind if I keep my distance? I don't want you dousing my fire.","Кай: Надеюсь, ты не против, если я буду держаться подальше? Не хочу, чтобы ты залил мой огонь.","Кай: Надеюсь, ты не против, если я буду держаться подальше? Не хочу, чтобы ты залил мой огонь."
"DX_KAI_IKNEWIHADASISTERBUTA","All","Subtitle","Kai: I knew I had a sister, but a twin brother?!","Кай: Я знал, что у меня есть сестра, но брат-близнец?!","Кай: Я знал, что у меня есть сестра, но брат-близнец?!"
"DX_KAI_ITSTIMETOPUTALLTHOSE","All","Subtitle","Kai: It's time to put all those Spinjitzu lessons to good use!","Кай: Пора применить все уроки Кружитцу!","Кай: Пора применить все уроки Кружитцу!"
"DX_KAI_IWASBORNREADYBEATWELL","All","Subtitle","Kai: I was born ready! Well, not born - but I'm definitely ready now.","Кай: Я был готов с рождения! Ну, не совсем... Но сейчас уж точно готов.","Кай: Я был готов с рождения! Ну, не совсем... Но сейчас уж точно готов."
"DX_KAI_IWONDERWHATTHE","All","Subtitle","Kai: I wonder what the Skullkin are up to these days? Man, we beat them pretty good...","Кай: Интересно, чем сейчас занимаются Скелеконы? Мы ведь их тогда здорово отделали...","Кай: Интересно, чем сейчас занимаются Скелеконы? Мы ведь их тогда здорово отделали..."
"DX_KAI_LEMMESHOWYOUSOMEOFMY","All","Subtitle","Kai: Lemme show you some of my moves!","Кай: Сейчас покажу пару своих приёмов!","Кай: Сейчас покажу пару своих приёмов!"
"DX_KAI_MAYBETHEOVERLORDS","All","Subtitle","Kai: Maybe the Overlord's mixed up in this whole thing...? Nah. He's gone for good.","Кай: Может, за всем этим опять стоит Повелитель...? Да не, с ним покончено.","Кай: Может, за всем этим опять стоит Повелитель...? Да не, с ним покончено."
"DX_KAI_OHHEYITSONEOFTHESE","All","Subtitle","Kai: Oh hey, it's one of these! Yeah, I can't use them.","Кай: О, это одна из таких штуковин! Да, пользоваться ею я не умею.","Кай: О, это одна из таких штуковин! Да, пользоваться ею я не умею."
"DX_KAI_OKAYINALLHONESTYIMA","All","Subtitle","Kai: Okay, in all honesty, I'm a little bit jealous of this baby.","Кай: Если честно, я даже немного завидую этому малышу.","Кай: Если честно, я даже немного завидую этому малышу."
